x,y,z
550.4501221925332,244.28912935024061,a
492.203481266502,206.78616610461313,a
456.3854757212563,192.22793929238014,a
472.8196182209277,177.71300351608375,a
457.7645299327612,113.11872364218777,a
477.4099487657426,114.72895631084708,a
420.6271406226968,131.1899334398837,a
464.04293855836397,60.20926280792571,a
445.3566822975846,53.831846914641346,a
409.78734654867446,83.98750636934676,a
399.16942754501366,59.28066469159404,a
416.35430535860957,66.5386778242194,a
454.9508874453275,5.567689897521291,a
434.35976046416675,42.83110114719477,a
401.0441067939245,62.76955087575436,a
401.2871674032783,51.992662357142535,a
437.99653441905207,79.58186590563167,a
412.3429889286266,62.706503265510776,a
427.1055445954318,100.4890419099055,a
416.06847965543307,99.67351996891364,a
467.8888611044038,111.67249174988359,a
508.45618276291924,136.80994363366113,a
530.5117038015809,103.06481676337773,a
531.8710658442184,160.34626776771745,a
487.0442855823395,171.0996709328665,a
576.3638988824466,277.0058099715735,a
575.9394475880413,230.98381313607547,a
591.4894669278752,248.83994406600874,a
565.0005790455672,220.71111004093314,a
602.1467143076716,289.89241345338223,a
628.7270878962761,262.99823224774735,a
671.0144974700964,254.0274279593393,a
582.7556404615409,310.9782166047267,a
579.313601276368,289.8945649722283,a
616.1956298168021,255.6116303936509,a
612.3901721207657,261.99898298401615,a
576.2544276036446,277.0366207911637,a
634.6456363122093,258.75026867061956,a
660.1630742914912,283.8133691650187,a
636.5945805026861,281.9670267819566,a
614.4938587058301,290.1361781809064,a
622.1541857969517,279.58084596553334,a
659.1464079115682,250.8178210526298,a
688.062102319062,254.07906401471803,a
606.3416778721199,171.58853502128613,a
637.9408163019476,196.20443489212875,a
618.6884868302935,79.05897771888249,a
615.9505137730508,101.50501609325516,a
564.9577812240452,115.81435614883492,a
580.456737603616,8.48964412312165,a
532.3178563994086,-6.043014502282972,a
628.5929583047742,356.3789288288514,a
667.9430073990973,332.8827723918241,a
644.8215217691202,355.0220125144161,a
637.5923705259527,355.18025393417986,a
675.3831734483944,355.8040750886871,a
695.7494467437216,273.54200637248323,a
689.5226844476998,300.99125475460437,a
648.8191334470876,318.12015613230886,a
639.682460712297,284.8478045421899,a
644.1055652078716,278.7077505732361,a
688.6618975923534,277.82060009221095,a
698.10946012873,280.7629482842022,a
643.9274641273521,247.29692616350692,a
618.7186975020444,245.89269629313065,a
631.447867281026,155.15108913345387,a
603.4670750510116,193.82414550742413,a
586.6932287067815,173.8303539304788,a
565.5386432462846,111.80598134669583,a
546.9784293171621,102.5477149522228,a
521.9898699471169,118.06449822692406,a
552.4472142439702,141.76624479825358,a
572.0154679857707,96.52888589448719,a
544.9636051176626,137.09977792665325,a
587.7439448543992,130.24699295614909,a
542.6795116709515,95.04428670457418,a
591.5188144630844,48.5300348697653,a
538.6604194443172,118.64084888151643,a
584.5953361818999,132.70034841628558,a
534.6964916705151,122.19074635587168,a
568.7374891234557,102.41227680710915,a
573.6085178098929,45.30100466701947,a
563.314938335128,128.28712830126193,a
591.0859060424496,104.99524426410528,a
582.8865441796884,125.39340533349593,a
544.6559418165444,78.15721486432489,a
571.2795188928858,70.73256462003565,a
546.1276219159603,132.01619913529294,a
522.4791829303199,131.6004609824509,a
544.4248096653018,93.17143428819736,a
560.0162406923578,133.86969115049925,a
587.9536764475895,78.95680520021517,a
616.3151916780992,118.1545459294955,a
608.8552502325675,74.36604861165182,a
616.9489213161655,133.9072235141914,a
623.8352026760673,128.82561188818437,a
662.2857759935578,92.41755954687653,a
649.1624873293166,108.5781777282806,a
664.5383189931688,124.19274744299679,a
695.7156085364184,135.7092522237026,a
678.6127860694834,162.77394317353742,a
723.3537650647758,154.01771405747138,a
712.002822268788,174.21268608086007,a
680.0675213988337,185.01295479617698,a
676.435517353931,131.33356292355518,a
720.1912633026925,124.52553539577661,a
698.7230042859582,156.17535465742935,a
696.1466252090748,134.5987564426888,a
667.5920664473845,125.21281174787765,a
606.9350310671908,108.35543578114653,a
691.1287130993701,138.79325959397897,a
638.3038491156324,108.94206383403503,a
637.1864486946309,107.17257459831671,a
614.9014344503994,83.10049464075473,a
639.1579518165204,112.0653215516092,a
581.4622095332521,102.476904616507,a
594.743823642362,47.261967978567725,a
566.9435614484564,56.90021261109803,a
497.43945626547895,58.606103394224135,a
525.4925872584637,30.643038650218045,a
542.7501649768934,86.57704331945524,a
505.12463670441934,62.282025449887044,a
555.1651088687701,84.06954657966986,a
480.6462498812743,99.6239873234955,a
514.8838844045811,47.960028750456445,a
533.6938598182443,85.93725378636947,a
521.3301071208016,43.21450740034095,a
566.2615073168904,87.01229936561191,a
510.25912830159774,67.54786027809524,a
491.43055537889654,34.2675404273096,a
535.1389972072744,35.54172653473444,a
500.1549500824629,66.36361499812955,a
513.3469059752942,32.257212709552505,a
536.9334855250015,108.58863803837994,a
504.0146906462352,98.93562778566121,a
504.7661029425002,50.336549422056294,a
516.5787346111259,64.7791602039224,a
527.3391766564047,93.0348436052401,a
433.0120054125509,436.778974272705,b
398.20446992702443,403.46274451465797,b
442.55166756512523,400.54283529997406,b
423.14773470930345,372.78471956188594,b
410.90600622608827,383.1380184241306,b
404.82111967644676,384.8911492024505,b
341.8321946050133,362.0459016052164,b
372.6041332414696,298.14755607338685,b
434.7029569895144,276.6901592887831,b
366.57012616757027,241.37537829071238,b
343.7283595407171,207.0580217890278,b
300.0494617962753,200.36271248837068,b
281.76762689900977,212.7310346927818,b
239.87292912285164,229.0083072547577,b
259.3167761882612,206.746329419037,b
238.4770100473799,176.43889455347534,b
227.76632730103802,165.13688271987075,b
218.40800973671452,197.21296513432844,b
247.57711071656644,189.13940809440993,b
245.41033272645055,184.52624478590798,b
215.1214128827617,154.24407530914584,b
214.76193752356883,153.8066697359077,b
203.74912523248443,185.07178419172135,b
192.40690675765967,135.28498090538835,b
218.48455339232194,169.94026673846105,b
231.48642788716657,166.03275420905413,b
193.88811146454253,150.66334853146378,b
221.19805355300397,170.72712674780632,b
155.820572568537,162.9153716695696,b
193.98078491839794,164.17728201492235,b
227.16668984993436,164.77684750979586,b
181.84116895205014,170.56613431519781,b
191.12132518684214,179.70979288626654,b
204.23236804135752,179.163827844097,b
223.24321294292278,189.5633096346998,b
247.98891283551794,170.2801991515563,b
270.126249935191,243.76007283025956,b
287.2481947149224,246.16458922636753,b
312.1375098790975,277.8127105885219,b
327.9174538102091,347.81490128106077,b
399.691853565109,409.2053121969701,b
403.7684308253306,460.1667706315262,b
432.16090612432794,489.7018486505266,b
422.21619623931866,503.84163140953126,b
401.8344664713198,444.4015748018421,b
460.32878907786085,539.1556053391475,b
444.15314693954974,510.5617414796245,b
217.5434431135261,116.36361699986577,b
232.49400435074088,36.54844095619973,b
231.00284641197433,84.8366596591984,b
220.95923579027925,105.56848126041575,b
250.88809556496227,78.20466285697103,b
256.447460255406,181.3640090047686,b
260.8619298935528,159.44664887734376,b
290.155850791287,172.821187863234,b
314.1137182220678,172.64749572307278,b
343.8911309174573,204.9992306622512,b
374.945376019065,251.09820941644801,b
375.29790342890874,243.04172626699187,b
407.0705309853651,307.510160083354,b
409.1340231465616,320.78348694840395,b
379.83895949909555,316.572111221824,b
360.44138069293825,307.0951332527534,b
398.6032679076739,321.50481207552,b
394.87849334912306,359.5488733818531,b
385.1438267553211,360.04770717274596,b
417.69744155175084,379.0243587097674,b
351.64909613685614,415.8220966850235,b
401.71965273281324,357.9379889114765,b
500.50779815643773,395.76748455516815,b
443.23500365317295,411.33680065624935,b
413.36220096190965,391.40183693680655,b
467.64593576457355,419.735753906112,b
442.7705498811627,376.6030040686608,b
494.9543654219644,409.97439438661684,b
516.8403459628387,392.37378960040655,b
500.9433810578647,448.10961071545444,b
543.9629954986939,443.0893606966154,b
483.8593509641344,447.5327913821551,b
480.6379707196357,459.57559921952526,b
548.2012257068062,424.58452830091096,b
518.6167268463074,490.14058135839235,b
507.3555604509696,436.7106654038874,b
531.5396150799614,472.72375712560216,b
538.0072464756119,450.396936914727,b
536.454552998102,415.8546978979546,b
485.85802186750277,455.9302727231327,b
494.3689082713612,453.887549093251,b
504.06184344462184,435.9247695647953,b
511.6917877288832,364.35523790086756,b
549.5632905307606,398.09031645184325,b
531.6057686628958,401.55044766828223,b
519.9892315886742,350.8107351371376,b
513.47302986282,354.2508235929074,b
484.84480689909947,329.61586914873396,b
439.7298008370463,294.866994838913,b
450.7434437854612,313.69158673221364,b
371.97625118491317,274.78757835903207,b
388.6253976372182,260.55650373180936,b
388.79738093292923,267.45189557598076,b
316.88827649907904,257.3634522817611,b
313.3555456706949,240.79022825202492,b
342.8515509789918,197.45104494617487,b
339.74171315761095,161.24382493563223,b
260.6890357048723,189.67073829500896,b
325.25014661038585,154.6458882504155,b
250.7507168628337,186.03304706627608,b
236.16297388332504,168.38799995975648,b
233.38360288536856,94.51237922533159,b
209.6458342165856,125.32365146850833,b
220.89342844533738,88.91805915373368,b
228.53312154247268,88.76048597334113,b
197.37702990711085,138.921389198508,b
160.10498618709155,134.3604237833888,b
183.8245259676958,55.195563196550154,b
211.95409410252736,97.41220578385276,b
191.74719576575563,110.44715169865844,b
171.07248223873796,94.71440347768794,b
145.3876163182566,95.2315307418641,b
177.23844488361777,62.10033052149447,b
173.44173986256138,77.98747754593495,b
153.94216492588353,41.77573878241378,b
145.42077256121817,115.34749788943111,b
147.60127372899328,71.84583649107435,b
163.92884955248056,107.03905753674093,b
136.95287653730094,5.974211603600224,b
125.59106879281666,65.06132179027281,b
173.34860709206768,48.42389588411538,b
164.74274723794213,42.31966520519484,b
191.3305824456756,84.6190459226454,b
227.86157916827187,45.749517655345926,b
275.76866825695765,24.079281830682987,b
286.3566467007995,95.55475223910128,b
302.31782351479137,110.54756129554323,b
292.6345925488071,119.92594677009293,b
323.18838812764284,115.33353819595015,b
322.97872102466476,143.26122816051952,b
361.04371071120534,177.4962960607491,b
359.0298626219485,182.15153107475402,b
346.2165431136843,198.3008774656219,b
358.8849045477589,235.16964531085637,b
387.99487727921587,273.03081491693536,b
388.64257097315556,310.82439226066805,b
388.9936241634211,268.57993005770334,b
347.09106330953597,316.0622988267425,b
407.84439245580745,301.1704168214019,b
368.1173337613471,283.36058485873195,b
372.06539344222284,319.8798414071654,b
415.9130626440418,336.98541395523716,b
425.15870387814374,300.45370405312576,b
405.580734378554,331.75315407290327,b
424.0371387995798,351.6580805635846,b
494.3726090258193,391.9429298179118,b
487.61260418392186,338.4628420336062,b
494.13474477727584,396.78702291974,b
498.08503849068063,400.6004106041577,b
428.756053970819,349.01635153440736,b
502.3835681826503,416.70124090595715,b
500.37023554081657,405.4066292672047,b
461.0247417067008,435.2898754630538,b
513.0384156533223,392.4863051797987,b
518.3309519110122,424.05867093748145,b
478.17029144478363,373.50066149453596,b
505.55485086350114,420.1294019305425,b
560.0202995737409,394.6328196111011,b
501.11379208935284,411.4574892036498,b
465.02346182936026,358.23979502896236,b
550.5914564734852,355.7316017709561,b
508.4580554240103,343.8028968045935,b
507.86627887589447,389.8369198600163,b
503.7797046346536,332.09406713643966,b
462.2965542283788,346.91746088685136,b
474.90930999059685,362.02468659217175,b
421.01086228497644,360.7505938782255,b
447.35918900859,370.29977138719926,b
465.53893390543243,342.9028990997667,b
427.8348337070859,294.8067495160776,b
397.64070677300015,342.6139624489564,b
369.4744009450373,331.41023034851145,b
378.54281901024063,323.55076437786624,b
354.39982081250236,298.4820218169288,b
331.2915685054314,249.665447640251,b
316.00885162513794,275.696302929122,b
346.0753431421273,318.29540548002916,b
331.02091331899476,244.7397054439204,b
320.48932961725603,273.8741720801997,b
276.96924798499805,186.18583776247743,b
311.9968338511519,217.22498120684247,b
238.89045939424417,256.1360547096092,b
276.17675925248267,178.4104566765709,b
286.0557275561206,145.57736081600524,b
248.13099737847818,172.21781802574378,b
220.53754579828535,153.98747526088732,b
228.5205845299668,224.12525407670284,b
211.6604990887557,150.45759531870806,b
174.11782097227223,220.672559184222,b
222.80920846938216,172.12881076378937,b
190.52355002751287,138.0158160998975,b
